"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",635013,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",82307,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",78702,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",161009,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",21786,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",20520,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",42306,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",619,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",577,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",1196,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",7183,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",6910,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",14093,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",52719,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",50695,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",103414,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",60264,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",57585,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",117849,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",5868,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",12075,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",3032,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",6218,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",2836,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",25042,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",49235,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",5934,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",21897,,
"ITF","Sud","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",83161,,
"ITF","Sud","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",80073,,
"ITF","Sud","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",163234,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",7106,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",6736,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",13842,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",1833,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",1563,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",3396,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",36232,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",35588,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",71820,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",23123,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",22007,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",45130,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",3319,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",3154,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",6473,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",11548,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",11025,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",22573,,
"ITG","Isole","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",38225,,
"ITG","Isole","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",36419,,
"ITG","Isole","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",74644,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",29629,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",28535,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",58164,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",8596,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",7884,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",16480,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",6207,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",3186,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",3021,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",5857,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",24193,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",5627,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",11561,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",23081,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",44978,,
"ITE","Centro","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",60633,,
"ITE","Centro","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",57644,,
"ITE","Centro","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",118277,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",18135,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",17342,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",35477,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",4387,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",4097,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",8484,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",7863,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",7292,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",15155,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y28","28 anni","99","totale","2020","2020",30248,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y28","28 anni","99","totale","2020","2020",28913,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2020","2020",59161,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",3502,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",3205,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",6707,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",11879,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",23144,,
"IT","Italia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",331083,,
"IT","Italia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",316710,,
"IT","Italia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",647793,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",84638,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",80898,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",165536,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",22538,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",20963,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",43501,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",625,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",643,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",1268,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",7240,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",6960,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",14200,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",54235,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",52332,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",106567,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",61747,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",58809,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",120556,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",6279,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",5895,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",12174,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",3227,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",3015,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",6242,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",3052,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",2880,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",5932,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",25868,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",24497,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",50365,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",6037,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",5661,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",11698,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",23563,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",22756,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",46319,,
"ITE","Centro","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",62794,,
"ITE","Centro","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",59903,,
"ITE","Centro","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",122697,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",19152,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",18102,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",37254,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",4433,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",4289,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",8722,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",7957,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",7594,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",15551,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",31252,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",29918,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",61170,,
"ITF","Sud","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",83373,,
"ITF","Sud","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",80066,,
"ITF","Sud","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",163439,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",7191,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",6872,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",14063,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",1738,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",3342,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",35958,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",23105,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",11265,,
"ITG","Isole","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",38531,,
"ITG","Isole","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",37034,,
"ITG","Isole","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",75565,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",29762,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",28777,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",58539,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y29","29 anni","99","totale","2020","2020",8769,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",8257,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",17026,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",1604,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",35294,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",71252,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y29","29 anni","99","totale","2020","2020",21826,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y29","29 anni","99","totale","2020","2020",44931,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",54352,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",53202,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",107554,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",60848,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",59160,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",120008,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",6112,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",5913,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",12025,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",3180,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",2978,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",6158,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",2932,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",2935,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",5867,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",25379,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",24753,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",50132,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",6011,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",5690,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",11701,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",23346,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",22804,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",46150,,
"ITE","Centro","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",62212,,
"ITE","Centro","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",60513,,
"ITE","Centro","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",122725,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",18666,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",18264,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",36930,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",4525,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",4393,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",8918,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",7791,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",7576,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",15367,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",31230,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",30280,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",61510,,
"ITF","Sud","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",82365,,
"ITF","Sud","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",80231,,
"ITF","Sud","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",162596,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",7329,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",6807,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",14136,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",1742,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",1607,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",3349,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",35567,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",35215,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",70782,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",22323,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",22094,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",44417,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",3397,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",3101,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",6498,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",12007,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",11407,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y30","30 anni","99","totale","2020","2020",23414,,
"ITG","Isole","JAN","popolazione al 1º gennaio","1","maschi","Y30","30 anni","99","totale","2020","2020",38378,,
"ITG","Isole","JAN","popolazione al 1º gennaio","2","femmine","Y30","30 anni","99","totale","2020","2020",37141,,
