"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",21054,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",2299,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",2384,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",4683,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",43091,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",45468,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",88559,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",29848,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",31736,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",4359,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",4322,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",8681,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",15136,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",29051,,
"ITG","Isole","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",50291,,
"ITG","Isole","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",52246,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",36784,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",38684,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",75468,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",13562,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",27069,,
"IT","Italia","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",482299,,
"IT","Italia","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",494026,,
"IT","Italia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",976325,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",133906,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",133555,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",267461,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",35587,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",36165,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",71752,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",1078,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",1123,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",2201,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",12409,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",12837,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",25246,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",84832,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",83430,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",168262,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",98103,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",97327,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",8989,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",8645,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",17634,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",4588,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",8896,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",4337,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",8738,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",42016,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",41333,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",83349,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",10102,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",9969,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",20071,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",36996,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",37380,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",74376,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",61584,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",13915,,
"ITG","Isole","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",102537,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",13507,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",195430,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y50","50 anni","99","totale","2020","2020",4308,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","99","totale","2020","2020",4401,,
"IT","Italia","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",478051,,
"IT","Italia","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",490930,,
"IT","Italia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",968981,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",133522,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",132654,,
"ITC","Nord-ovest","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",266176,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",35346,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",35893,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",71239,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",1035,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",1077,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",2112,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",12589,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",12896,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",25485,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",84552,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",82788,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",167340,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",97096,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",96735,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",193831,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",8817,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",8660,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",17477,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",4401,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",4369,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",8770,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",4416,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",4291,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",8707,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",41273,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",41125,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",82398,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",10060,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",9923,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",19983,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",36946,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",37027,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",73973,,
"ITE","Centro","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",94660,,
"ITE","Centro","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",100247,,
"ITE","Centro","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",194907,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",29428,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",30767,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",60195,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",6657,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",7155,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",13812,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",11883,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",12167,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",24050,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",46692,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",50158,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",96850,,
"ITF","Sud","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",103650,,
"ITF","Sud","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",109570,,
"ITF","Sud","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",213220,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",10332,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",10540,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",20872,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",2316,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",2379,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",4695,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",42853,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",45637,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",88490,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",29980,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",31808,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",61788,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",4322,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",4434,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",8756,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",13847,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",14772,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",28619,,
"ITG","Isole","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",49123,,
"ITG","Isole","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",51724,,
"ITG","Isole","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",100847,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",36149,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",38350,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",74499,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","99","totale","2020","2020",12974,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y51","51 anni","99","totale","2020","2020",13374,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",26348,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",35985,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",71191,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",1064,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",1111,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",2175,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",12273,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",13078,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",25351,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",83725,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",82957,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",166682,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",96680,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",96810,,
"ITD","Nord-est","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",193490,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",8619,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",8797,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",17416,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",4264,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",4314,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",8578,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",4355,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",4483,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",8838,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",41738,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",41276,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",83014,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",10014,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",10203,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",20217,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",36309,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",36534,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",72843,,
"ITE","Centro","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",94431,,
"ITE","Centro","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",100847,,
"ITE","Centro","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",195278,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",29534,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",31065,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",60599,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",6572,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",7081,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",13653,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",11824,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",12301,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",24125,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",46501,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",50400,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",96901,,
"ITF","Sud","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",104830,,
"ITF","Sud","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",111108,,
"ITF","Sud","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",215938,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",10322,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",10738,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",21060,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",2344,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",2477,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",4821,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",43220,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",46290,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",89510,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",30521,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",32051,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",62572,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",4443,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",4579,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",9022,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",13980,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",14973,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",28953,,
"ITG","Isole","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",50080,,
"ITG","Isole","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",52343,,
"ITG","Isole","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",102423,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",36539,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",38690,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",75229,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",13541,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",13653,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",27194,,
"IT","Italia","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","99","totale","2020","2020",478289,,
"IT","Italia","JAN","popolazione al 1º gennaio","2","femmine","Y52","52 anni","99","totale","2020","2020",494239,,
